Tarih,Ort_Sicaklik,Hafta_Sonu,Su_Tuketimi_m3
2013-12-31,1.8,0,124683
2014-01-01,-1.6,0,130045
2014-01-02,-2.8,0,126567
2014-01-03,0.3,0,129191
2014-01-04,3.5,1,134957
2014-01-05,1.9,1,131201
2014-01-06,0.7,0,123661
2014-01-07,-5.9,0,131751
2014-01-08,-5.1,0,125493
2014-01-09,1.2,0,128125
2014-01-10,-3.2,0,125323
2014-01-11,-0.1,1,129873
2014-01-12,-7.6,1,128917
2014-01-13,-0.9,0,125219
2014-01-14,7.8,0,125402
2014-01-15,-2.0,0,120341
2014-01-16,-4.7,0,124625
2014-01-17,3.6,0,126572
2014-01-18,3.5,1,126722
2014-01-19,-5.0,1,133525
2014-01-20,2.5,0,129157
2014-01-21,2.5,0,129345
2014-01-22,-3.8,0,125437
2014-01-23,1.5,0,125902
2014-01-24,-4.2,0,126738
2014-01-25,-0.5,1,126810
2014-01-26,-1.4,1,127700
2014-01-27,-2.5,0,125491
2014-01-28,0.6,0,120457
2014-01-29,-5.4,0,129377
2014-01-30,0.0,0,120839
2014-01-31,0.7,0,122610
2014-02-01,-1.5,1,135482
2014-02-02,-1.5,1,134085
2014-02-03,-4.9,0,127719
2014-02-04,3.5,0,121072
2014-02-05,1.3,0,124074
2014-02-06,2.0,0,131541
2014-02-07,-9.0,0,128208
2014-02-08,1.8,1,128616
2014-02-09,-1.1,1,131306
2014-02-10,2.5,0,121583
2014-02-11,1.2,0,127189
2014-02-12,1.4,0,128742
2014-02-13,0.9,0,134283
2014-02-14,4.4,0,135118
2014-02-15,6.9,1,137683
2014-02-16,2.8,1,130779
2014-02-17,3.6,0,127046
2014-02-18,0.9,0,134242
2014-02-19,1.0,0,130218
2014-02-20,5.4,0,125443
2014-02-21,7.8,0,125450
2014-02-22,8.9,1,136775
2014-02-23,6.3,1,131799
2014-02-24,1.5,0,127887
2014-02-25,-2.1,0,133314
2014-02-26,-0.6,0,128039
2014-02-27,2.6,0,130309
2014-02-28,1.8,0,131457
2014-03-01,2.8,1,137805
2014-03-02,-1.0,1,134877
2014-03-03,3.8,0,130350
2014-03-04,3.0,0,128814
2014-03-05,4.4,0,133702
2014-03-06,6.7,0,135210
2014-03-07,6.9,0,135710
2014-03-08,4.3,1,136171
2014-03-09,2.4,1,141642
2014-03-10,0.4,0,139530
2014-03-11,9.0,0,132153
2014-03-12,6.9,0,130886
2014-03-13,6.8,0,136582
2014-03-14,2.7,0,139592
2014-03-15,4.1,1,136187
2014-03-16,11.5,1,138311
2014-03-17,5.5,0,131530
2014-03-18,3.3,0,140088
2014-03-19,11.2,0,135351
2014-03-20,-0.3,0,140375
2014-03-21,4.3,0,134818
2014-03-22,9.0,1,144298
2014-03-23,7.1,1,141703
2014-03-24,10.6,0,143731
2014-03-25,8.8,0,143527
2014-03-26,9.5,0,136148
2014-03-27,10.4,0,142471
2014-03-28,4.3,0,134964
2014-03-29,8.9,1,147164
2014-03-30,11.2,1,148780
2014-03-31,12.9,0,144674
2014-04-01,7.7,0,139036
2014-04-02,8.3,0,142509
2014-04-03,14.0,0,143050
2014-04-04,12.7,0,145381
2014-04-05,8.1,1,148227
2014-04-06,16.9,1,151146
2014-04-07,12.8,0,143944
2014-04-08,15.7,0,149283
2014-04-09,10.3,0,146509
2014-04-10,12.2,0,150274
2014-04-11,15.3,0,147153
2014-04-12,19.1,1,152769
2014-04-13,11.4,1,152504
2014-04-14,18.6,0,147181
2014-04-15,10.3,0,145704
2014-04-16,12.3,0,144668
2014-04-17,13.5,0,147022
2014-04-18,12.5,0,150902
2014-04-19,11.1,1,156517
2014-04-20,14.1,1,155441
2014-04-21,18.6,0,150854
2014-04-22,12.8,0,152207
2014-04-23,12.9,0,150776
2014-04-24,19.4,0,150247
2014-04-25,12.2,0,154982
2014-04-26,12.4,1,151252
2014-04-27,20.8,1,164342
2014-04-28,21.6,0,156079
2014-04-29,12.6,0,159917
2014-04-30,18.4,0,150681
2014-05-01,13.7,0,156819
2014-05-02,22.6,0,159239
2014-05-03,17.1,1,160372
2014-05-04,11.5,1,160819
2014-05-05,18.8,0,153252
2014-05-06,15.0,0,159477
2014-05-07,17.1,0,153484
2014-05-08,26.7,0,151873
2014-05-09,18.7,0,157067
2014-05-10,17.5,1,164599
2014-05-11,15.5,1,164359
2014-05-12,20.5,0,159159
2014-05-13,22.4,0,161707
2014-05-14,21.3,0,158352
2014-05-15,19.3,0,156540
2014-05-16,19.5,0,163504
2014-05-17,20.7,1,166487
2014-05-18,18.6,1,167442
2014-05-19,24.9,0,157190
2014-05-20,17.1,0,164524
2014-05-21,23.7,0,161887
2014-05-22,24.5,0,166160
2014-05-23,28.3,0,162420
2014-05-24,25.1,1,168940
2014-05-25,24.6,1,172704
2014-05-26,27.5,0,167945
2014-05-27,24.0,0,169412
2014-05-28,26.8,0,162837
2014-05-29,28.4,0,166291
2014-05-30,23.7,0,174893
2014-05-31,25.7,1,175241
2014-06-01,21.0,1,173299
2014-06-02,27.2,0,168884
2014-06-03,21.9,0,172891
2014-06-04,26.4,0,166736
2014-06-05,27.3,0,167821
2014-06-06,31.1,0,172362
2014-06-07,26.4,1,174104
2014-06-08,22.5,1,175104
2014-06-09,29.3,0,170958
2014-06-10,23.0,0,170396
2014-06-11,29.4,0,171080
2014-06-12,26.2,0,170529
2014-06-13,26.9,0,174241
2014-06-14,26.5,1,172304
2014-06-15,29.5,1,175475
2014-06-16,23.7,0,175544
2014-06-17,31.1,0,178881
2014-06-18,28.8,0,170697
2014-06-19,29.4,0,166761
2014-06-20,31.4,0,175471
2014-06-21,31.0,1,176311
2014-06-22,30.7,1,175346
2014-06-23,27.8,0,175559
2014-06-24,28.7,0,176401
2014-06-25,31.4,0,178122
2014-06-26,32.4,0,178986
2014-06-27,29.6,0,173393
2014-06-28,25.8,1,177376
2014-06-29,30.2,1,177497
2014-06-30,30.9,0,175070
2014-07-01,33.8,0,174319
2014-07-02,31.9,0,177333
2014-07-03,29.5,0,170588
2014-07-04,30.8,0,180614
2014-07-05,32.1,1,186174
2014-07-06,29.0,1,181186
2014-07-07,36.6,0,188061
2014-07-08,30.6,0,176714
2014-07-09,34.9,0,184710
2014-07-10,29.6,0,172406
2014-07-11,28.7,0,173002
2014-07-12,31.2,1,186795
2014-07-13,30.7,1,181198
2014-07-14,30.0,0,176223
2014-07-15,32.9,0,176327
2014-07-16,33.7,0,181584
2014-07-17,34.7,0,187501
2014-07-18,29.3,0,178161
2014-07-19,29.8,1,181524
2014-07-20,36.0,1,187468
2014-07-21,31.3,0,178497
2014-07-22,27.5,0,175129
2014-07-23,31.1,0,180706
2014-07-24,29.4,0,177624
2014-07-25,30.9,0,179995
2014-07-26,27.4,1,185759
2014-07-27,38.6,1,194369
2014-07-28,30.0,0,175503
2014-07-29,26.8,0,175591
2014-07-30,25.5,0,181909
2014-07-31,33.8,0,183712
2014-08-01,31.1,0,177207
2014-08-02,32.4,1,183530
2014-08-03,34.3,1,186850
2014-08-04,29.7,0,175001
2014-08-05,26.6,0,174223
2014-08-06,34.1,0,179074
2014-08-07,30.2,0,178138
2014-08-08,24.1,0,176356
2014-08-09,33.6,1,186305
2014-08-10,22.9,1,177629
2014-08-11,31.4,0,179867
2014-08-12,30.3,0,171880
2014-08-13,27.7,0,171722
2014-08-14,30.6,0,176407
2014-08-15,27.3,0,171236
2014-08-16,34.1,1,187132
2014-08-17,31.4,1,179667
2014-08-18,29.1,0,173943
2014-08-19,30.5,0,169861
2014-08-20,30.1,0,169969
2014-08-21,28.3,0,174538
2014-08-22,26.2,0,177231
2014-08-23,27.6,1,173479
2014-08-24,28.9,1,173662
2014-08-25,30.9,0,173545
2014-08-26,28.6,0,174869
2014-08-27,27.6,0,175627
2014-08-28,26.5,0,170163
2014-08-29,28.6,0,170845
2014-08-30,25.5,1,181278
2014-08-31,33.5,1,178532
2014-09-01,26.7,0,174870
2014-09-02,26.3,0,174193
2014-09-03,24.7,0,172033
2014-09-04,29.6,0,171168
2014-09-05,25.3,0,171208
2014-09-06,24.7,1,178451
2014-09-07,26.6,1,176463
2014-09-08,30.7,0,167852
2014-09-09,27.4,0,167058
2014-09-10,22.8,0,173129
2014-09-11,26.1,0,168196
2014-09-12,24.7,0,164253
2014-09-13,22.5,1,171333
2014-09-14,24.2,1,169742
2014-09-15,24.9,0,165005
2014-09-16,29.9,0,163108
2014-09-17,23.2,0,163758
2014-09-18,28.8,0,167959
2014-09-19,24.7,0,165968
2014-09-20,23.9,1,171054
2014-09-21,18.3,1,166265
2014-09-22,16.5,0,164601
2014-09-23,22.2,0,162490
2014-09-24,22.5,0,167567
2014-09-25,24.4,0,165999
2014-09-26,20.3,0,165377
2014-09-27,22.9,1,170980
2014-09-28,19.0,1,167036
2014-09-29,22.6,0,156806
2014-09-30,19.7,0,160754
2014-10-01,20.5,0,160636
2014-10-02,18.9,0,163229
2014-10-03,20.7,0,159794
2014-10-04,19.6,1,164906
2014-10-05,19.4,1,161293
2014-10-06,16.7,0,158933
2014-10-07,19.6,0,157831
2014-10-08,15.8,0,153353
2014-10-09,15.1,0,158198
2014-10-10,18.3,0,154477
2014-10-11,23.4,1,159785
2014-10-12,16.2,1,160144
2014-10-13,17.8,0,152631
2014-10-14,15.6,0,154484
2014-10-15,18.5,0,154813
2014-10-16,18.3,0,154024
2014-10-17,11.1,0,157819
2014-10-18,17.5,1,158527
2014-10-19,13.4,1,159513
2014-10-20,16.0,0,152719
2014-10-21,17.6,0,150386
2014-10-22,17.7,0,149860
2014-10-23,13.6,0,157473
2014-10-24,16.3,0,150848
2014-10-25,12.7,1,153201
2014-10-26,13.6,1,157100
2014-10-27,10.2,0,145614
2014-10-28,17.1,0,149912
2014-10-29,9.7,0,140617
2014-10-30,8.9,0,147385
2014-10-31,11.6,0,144827
2014-11-01,9.6,1,152756
2014-11-02,9.3,1,154525
2014-11-03,12.3,0,148942
2014-11-04,8.0,0,147851
2014-11-05,12.6,0,145354
2014-11-06,8.0,0,144248
2014-11-07,9.6,0,136356
2014-11-08,6.6,1,150339
2014-11-09,12.7,1,151044
2014-11-10,8.6,0,145901
2014-11-11,9.3,0,143845
2014-11-12,4.6,0,139541
2014-11-13,7.9,0,140146
2014-11-14,6.4,0,144931
2014-11-15,6.3,1,149306
2014-11-16,8.7,1,149209
2014-11-17,14.2,0,145222
2014-11-18,8.0,0,140712
2014-11-19,4.6,0,136666
2014-11-20,8.0,0,143243
2014-11-21,5.3,0,138988
2014-11-22,5.1,1,144308
2014-11-23,5.4,1,143672
2014-11-24,9.3,0,135862
2014-11-25,4.2,0,132625
2014-11-26,6.1,0,135960
2014-11-27,4.7,0,142134
2014-11-28,2.4,0,136935
2014-11-29,3.0,1,143094
2014-11-30,4.9,1,138991
2014-12-01,0.2,0,133570
2014-12-02,2.8,0,133369
2014-12-03,5.7,0,134223
2014-12-04,6.1,0,131583
2014-12-05,3.1,0,133713
2014-12-06,5.0,1,143006
2014-12-07,-1.7,1,139893
2014-12-08,5.7,0,135289
2014-12-09,0.1,0,137642
2014-12-10,-0.5,0,137535
2014-12-11,2.9,0,129733
2014-12-12,0.2,0,132938
2014-12-13,1.1,1,134345
2014-12-14,0.7,1,131213
2014-12-15,-1.4,0,130534
2014-12-16,2.3,0,132279
2014-12-17,-1.7,0,133466
2014-12-18,-6.3,0,137862
2014-12-19,2.9,0,132606
2014-12-20,1.0,1,131331
2014-12-21,3.8,1,128949
2014-12-22,-1.4,0,126879
2014-12-23,3.5,0,129431
2014-12-24,2.5,0,131977
2014-12-25,-1.9,0,128749
2014-12-26,-6.3,0,130674
2014-12-27,-2.6,1,137105
2014-12-28,-3.2,1,134062
2014-12-29,-3.0,0,132825
2014-12-30,-1.1,0,120907
2014-12-31,-3.8,0,130618
2015-01-01,-1.0,0,128975
2015-01-02,0.4,0,136383
2015-01-03,-0.8,1,138398
2015-01-04,-1.1,1,129715
2015-01-05,1.8,0,128667
2015-01-06,-0.8,0,126461
2015-01-07,5.1,0,126639
2015-01-08,-0.9,0,125256
2015-01-09,-0.6,0,133004
2015-01-10,-0.7,1,132476
2015-01-11,-1.4,1,133709
2015-01-12,2.3,0,133801
2015-01-13,0.5,0,123926
2015-01-14,-0.9,0,132098
2015-01-15,-0.0,0,124423
2015-01-16,4.5,0,128965
2015-01-17,3.9,1,129057
2015-01-18,1.4,1,134990
2015-01-19,-0.5,0,125921
2015-01-20,-8.1,0,135788
2015-01-21,-1.0,0,129116
2015-01-22,-0.5,0,131679
2015-01-23,-1.1,0,128624
2015-01-24,-2.4,1,135155
2015-01-25,-0.8,1,128629
2015-01-26,-2.7,0,130381
2015-01-27,-1.0,0,125163
2015-01-28,-4.0,0,131743
2015-01-29,2.2,0,126623
2015-01-30,-6.6,0,128476
2015-01-31,-3.2,1,134358
2015-02-01,0.7,1,132513
2015-02-02,-0.8,0,129402
2015-02-03,-5.1,0,130196
2015-02-04,-3.0,0,128333
2015-02-05,0.3,0,130979
2015-02-06,-1.4,0,131117
2015-02-07,-0.6,1,134079
2015-02-08,1.1,1,133077
2015-02-09,-1.2,0,120771
2015-02-10,-2.8,0,137607
2015-02-11,-0.6,0,131851
2015-02-12,-1.0,0,131918
2015-02-13,1.6,0,131164
2015-02-14,-1.1,1,126734
2015-02-15,1.7,1,139620
2015-02-16,0.8,0,129898
2015-02-17,0.4,0,130050
2015-02-18,1.8,0,132617
2015-02-19,1.2,0,134357
2015-02-20,1.2,0,129923
2015-02-21,0.2,1,139707
2015-02-22,-3.3,1,135431
2015-02-23,1.5,0,137326
2015-02-24,6.1,0,122725
2015-02-25,3.8,0,133304
2015-02-26,-1.2,0,128917
2015-02-27,5.4,0,137305
2015-02-28,-0.8,1,141182
2015-03-01,5.3,1,139312
2015-03-02,7.7,0,137699
2015-03-03,0.9,0,137192
2015-03-04,-3.2,0,140448
2015-03-05,6.5,0,137630
2015-03-06,6.6,0,139015
2015-03-07,-0.6,1,139689
2015-03-08,6.2,1,139483
2015-03-09,6.6,0,137529
2015-03-10,0.1,0,141131
2015-03-11,8.6,0,140686
2015-03-12,2.5,0,138688
2015-03-13,1.8,0,134469
2015-03-14,7.1,1,145073
2015-03-15,9.6,1,141882
2015-03-16,5.9,0,134020
2015-03-17,7.5,0,134998
2015-03-18,3.4,0,143087
2015-03-19,5.9,0,136722
2015-03-20,12.0,0,144916
2015-03-21,9.6,1,146360
2015-03-22,7.5,1,145698
2015-03-23,7.2,0,141698
2015-03-24,5.3,0,143452
2015-03-25,11.2,0,139506
2015-03-26,9.2,0,144925
2015-03-27,5.4,0,143810
2015-03-28,7.4,1,151975
2015-03-29,7.5,1,153110
2015-03-30,10.0,0,143034
2015-03-31,11.8,0,144412
2015-04-01,5.2,0,149503
2015-04-02,9.4,0,146143
2015-04-03,10.1,0,156376
2015-04-04,2.8,1,154433
2015-04-05,13.9,1,151523
2015-04-06,11.5,0,146698
2015-04-07,8.3,0,146264
2015-04-08,10.7,0,149091
2015-04-09,13.3,0,148870
2015-04-10,15.2,0,147800
2015-04-11,11.4,1,156388
2015-04-12,14.7,1,154151
2015-04-13,16.8,0,149854
2015-04-14,13.9,0,149332
2015-04-15,7.7,0,153251
2015-04-16,14.8,0,155608
2015-04-17,10.6,0,150061
2015-04-18,15.6,1,162276
2015-04-19,20.1,1,156290
2015-04-20,13.4,0,152291
2015-04-21,17.4,0,159015
2015-04-22,16.7,0,153974
2015-04-23,12.6,0,157990
2015-04-24,20.0,0,157023
2015-04-25,16.1,1,161004
2015-04-26,16.1,1,163841
2015-04-27,21.4,0,155541
2015-04-28,19.5,0,157493
2015-04-29,16.4,0,160279
2015-04-30,19.4,0,162696
2015-05-01,15.6,0,160236
2015-05-02,16.9,1,161278
2015-05-03,17.9,1,161090
2015-05-04,19.9,0,162099
2015-05-05,20.4,0,162494
2015-05-06,23.7,0,165084
2015-05-07,13.8,0,163465
2015-05-08,20.5,0,155607
2015-05-09,16.9,1,170513
2015-05-10,21.5,1,162181
2015-05-11,18.3,0,164568
2015-05-12,22.0,0,165229
2015-05-13,27.7,0,162497
2015-05-14,21.6,0,165181
2015-05-15,22.7,0,167820
2015-05-16,23.6,1,170016
2015-05-17,19.8,1,167988
2015-05-18,19.0,0,168280
2015-05-19,22.7,0,170639
2015-05-20,25.9,0,168920
2015-05-21,17.9,0,168138
2015-05-22,23.1,0,170685
2015-05-23,23.4,1,173500
2015-05-24,24.5,1,169569
2015-05-25,24.5,0,168098
2015-05-26,20.1,0,166931
2015-05-27,21.2,0,166421
2015-05-28,27.1,0,170793
2015-05-29,23.2,0,160381
2015-05-30,24.2,1,174863
2015-05-31,23.2,1,175144
2015-06-01,21.8,0,170483
2015-06-02,28.1,0,172142
2015-06-03,31.7,0,177669
2015-06-04,24.4,0,172877
2015-06-05,24.9,0,173035
2015-06-06,22.7,1,172280
2015-06-07,27.0,1,174828
2015-06-08,31.0,0,178105
2015-06-09,25.9,0,174294
2015-06-10,20.5,0,174374
2015-06-11,30.5,0,174617
2015-06-12,26.5,0,177379
2015-06-13,29.8,1,176962
2015-06-14,31.5,1,181110
2015-06-15,33.4,0,175337
2015-06-16,26.9,0,179623
2015-06-17,28.3,0,175259
2015-06-18,30.6,0,175966
2015-06-19,29.1,0,178638
2015-06-20,29.1,1,179101
2015-06-21,22.6,1,179925
2015-06-22,28.0,0,179453
2015-06-23,29.1,0,179709
2015-06-24,28.1,0,177563
2015-06-25,30.2,0,180084
2015-06-26,30.2,0,180661
2015-06-27,28.7,1,182143
2015-06-28,32.1,1,187854
2015-06-29,28.2,0,174812
2015-06-30,29.6,0,176948
2015-07-01,30.1,0,182858
2015-07-02,30.3,0,180124
2015-07-03,33.4,0,186098
2015-07-04,32.3,1,189509
2015-07-05,29.3,1,183587
2015-07-06,31.9,0,179346
2015-07-07,25.7,0,179824
2015-07-08,30.1,0,174877
2015-07-09,29.0,0,178072
2015-07-10,32.4,0,183613
2015-07-11,33.1,1,185577
2015-07-12,28.9,1,188471
2015-07-13,28.6,0,180465
2015-07-14,30.5,0,190435
2015-07-15,30.1,0,182307
2015-07-16,30.5,0,179601
2015-07-17,30.6,0,181437
2015-07-18,25.5,1,184071
2015-07-19,34.9,1,188313
2015-07-20,33.9,0,184218
2015-07-21,26.0,0,179694
2015-07-22,33.6,0,183171
2015-07-23,28.1,0,181067
2015-07-24,27.5,0,179974
2015-07-25,33.1,1,189989
2015-07-26,32.2,1,185404
2015-07-27,34.4,0,184193
2015-07-28,32.3,0,181994
2015-07-29,27.4,0,181744
2015-07-30,31.0,0,180685
2015-07-31,29.4,0,178619
2015-08-01,29.1,1,185161
2015-08-02,30.1,1,186024
2015-08-03,22.2,0,183536
2015-08-04,28.7,0,176822
2015-08-05,31.4,0,178576
2015-08-06,25.8,0,174321
2015-08-07,29.3,0,178380
2015-08-08,34.4,1,191966
2015-08-09,31.1,1,178205
2015-08-10,24.4,0,177796
2015-08-11,27.1,0,177098
2015-08-12,28.3,0,182111
2015-08-13,30.5,0,173618
2015-08-14,35.2,0,186739
2015-08-15,28.0,1,183279
2015-08-16,31.5,1,182560
2015-08-17,29.5,0,176105
2015-08-18,28.4,0,177250
2015-08-19,32.0,0,182858
2015-08-20,24.5,0,171528
2015-08-21,30.2,0,175433
2015-08-22,29.7,1,185177
2015-08-23,25.2,1,185951
2015-08-24,24.0,0,178953
2015-08-25,30.8,0,176624
2015-08-26,26.2,0,175025
2015-08-27,24.5,0,174159
2015-08-28,29.1,0,181399
2015-08-29,25.0,1,182416
2015-08-30,26.8,1,179390
2015-08-31,28.5,0,176280
2015-09-01,24.1,0,177449
2015-09-02,23.9,0,170443
2015-09-03,22.7,0,172994
2015-09-04,26.1,0,168056
2015-09-05,22.7,1,180341
2015-09-06,31.6,1,177258
2015-09-07,27.4,0,168222
2015-09-08,25.8,0,173349
2015-09-09,27.4,0,170976
2015-09-10,24.8,0,171945
2015-09-11,22.8,0,175291
2015-09-12,23.6,1,175008
2015-09-13,22.1,1,175984
2015-09-14,25.7,0,168070
2015-09-15,24.4,0,168560
2015-09-16,24.1,0,165721
2015-09-17,26.8,0,163397
2015-09-18,25.8,0,166241
2015-09-19,22.8,1,173528
2015-09-20,22.1,1,167690
2015-09-21,23.6,0,163503
2015-09-22,22.1,0,165871
2015-09-23,21.0,0,169275
2015-09-24,22.0,0,164935
2015-09-25,16.9,0,164395
2015-09-26,24.1,1,173463
2015-09-27,24.0,1,165485
2015-09-28,26.2,0,160456
2015-09-29,19.5,0,165876
2015-09-30,20.2,0,168514
2015-10-01,20.5,0,157575
2015-10-02,17.2,0,163162
2015-10-03,19.9,1,165865
2015-10-04,16.7,1,164640
2015-10-05,15.5,0,158000
2015-10-06,21.5,0,162567
2015-10-07,19.8,0,165137
2015-10-08,19.1,0,160964
2015-10-09,14.8,0,162411
2015-10-10,19.5,1,167529
2015-10-11,19.3,1,167913
2015-10-12,17.9,0,157001
2015-10-13,17.1,0,153277
2015-10-14,13.2,0,159220
2015-10-15,17.0,0,154413
2015-10-16,14.4,0,153117
2015-10-17,17.6,1,166004
2015-10-18,15.1,1,168615
2015-10-19,12.9,0,152683
2015-10-20,11.0,0,147930
2015-10-21,14.7,0,151880
2015-10-22,16.4,0,155620
2015-10-23,14.6,0,154705
2015-10-24,16.9,1,157271
2015-10-25,13.1,1,154725
2015-10-26,13.3,0,157737
2015-10-27,17.4,0,151542
2015-10-28,10.3,0,149039
2015-10-29,14.4,0,147436
2015-10-30,11.3,0,152043
2015-10-31,16.1,1,151684
2015-11-01,11.1,1,157908
2015-11-02,10.2,0,153794
2015-11-03,10.8,0,153826
2015-11-04,10.3,0,147509
2015-11-05,7.3,0,150422
2015-11-06,14.0,0,148765
2015-11-07,7.8,1,153156
2015-11-08,14.6,1,157066
2015-11-09,10.9,0,146675
2015-11-10,7.6,0,147250
2015-11-11,6.8,0,143685
2015-11-12,8.7,0,147299
2015-11-13,9.5,0,139250
2015-11-14,8.0,1,143786
2015-11-15,8.4,1,149373
2015-11-16,6.5,0,147228
2015-11-17,6.2,0,143369
2015-11-18,0.0,0,139116
2015-11-19,4.2,0,143804
2015-11-20,5.8,0,143156
2015-11-21,4.0,1,143015
2015-11-22,7.5,1,146450
2015-11-23,8.5,0,142197
2015-11-24,3.3,0,143094
2015-11-25,6.2,0,144749
2015-11-26,5.6,0,137656
2015-11-27,3.1,0,143931
2015-11-28,1.7,1,148117
2015-11-29,8.8,1,143769
2015-11-30,4.5,0,139404
2015-12-01,2.0,0,139666
2015-12-02,10.1,0,138850
2015-12-03,4.7,0,137755
2015-12-04,1.7,0,135885
2015-12-05,3.5,1,142413
2015-12-06,1.0,1,143386
2015-12-07,4.4,0,135371
2015-12-08,5.5,0,136226
2015-12-09,3.5,0,136279
2015-12-10,0.2,0,136451
2015-12-11,4.3,0,138951
2015-12-12,-2.6,1,140258
2015-12-13,3.0,1,142073
2015-12-14,1.1,0,134110
2015-12-15,1.6,0,132162
2015-12-16,-1.0,0,136569
2015-12-17,3.0,0,137013
2015-12-18,1.3,0,138162
2015-12-19,-0.4,1,137209
2015-12-20,5.8,1,135530
2015-12-21,-3.5,0,129465
2015-12-22,3.0,0,134075
2015-12-23,2.8,0,135796
2015-12-24,-3.3,0,137297
2015-12-25,0.6,0,137703
2015-12-26,4.0,1,142168
2015-12-27,4.5,1,141262
2015-12-28,-0.4,0,130250
2015-12-29,-2.7,0,135470
2015-12-30,3.9,0,133890
2015-12-31,-2.0,0,132882
2016-01-01,-0.0,0,131592
2016-01-02,0.7,1,137556
2016-01-03,-1.1,1,137749
2016-01-04,0.7,0,130846
2016-01-05,-1.7,0,137672
2016-01-06,-2.5,0,130001
2016-01-07,-4.6,0,132299
2016-01-08,-1.7,0,129185
2016-01-09,-0.5,1,135263
2016-01-10,3.8,1,136951
2016-01-11,4.5,0,133636
2016-01-12,-0.7,0,136820
2016-01-13,3.3,0,130555
2016-01-14,-5.1,0,138767
2016-01-15,1.7,0,131061
2016-01-16,4.5,1,141011
2016-01-17,-5.2,1,135003
2016-01-18,0.6,0,130346
2016-01-19,-1.7,0,134998
2016-01-20,-4.5,0,132748
2016-01-21,-0.8,0,131701
2016-01-22,7.1,0,130393
2016-01-23,1.6,1,139184
2016-01-24,-1.3,1,134466
2016-01-25,-2.9,0,129515
2016-01-26,-4.5,0,134086
2016-01-27,-1.6,0,137237
2016-01-28,-5.2,0,131797
2016-01-29,-5.6,0,136296
2016-01-30,-3.5,1,135665
2016-01-31,-1.1,1,141380
2016-02-01,-5.5,0,132593
2016-02-02,-3.8,0,132545
2016-02-03,3.9,0,132658
2016-02-04,-1.9,0,134928
2016-02-05,-0.4,0,137969
2016-02-06,-8.2,1,137593
2016-02-07,3.5,1,136646
2016-02-08,0.6,0,130844
2016-02-09,-1.5,0,130333
2016-02-10,1.2,0,129590
2016-02-11,0.0,0,137889
2016-02-12,1.5,0,141783
2016-02-13,-3.9,1,130423
2016-02-14,7.7,1,140458
2016-02-15,-3.1,0,138084
2016-02-16,-3.3,0,136861
2016-02-17,2.3,0,137844
2016-02-18,2.8,0,131075
2016-02-19,0.9,0,136287
2016-02-20,-0.0,1,138330
2016-02-21,-4.3,1,140929
2016-02-22,5.5,0,143200
2016-02-23,-0.1,0,131452
2016-02-24,2.0,0,132081
2016-02-25,-3.4,0,134611
2016-02-26,0.6,0,130512
2016-02-27,2.9,1,140585
2016-02-28,6.2,1,142784
2016-02-29,6.1,0,136640
2016-03-01,3.3,0,140113
2016-03-02,0.3,0,134805
2016-03-03,3.5,0,137328
2016-03-04,4.5,0,143220
2016-03-05,8.1,1,141091
2016-03-06,3.3,1,145972
2016-03-07,10.6,0,144413
2016-03-08,5.0,0,142971
2016-03-09,2.4,0,139965
2016-03-10,5.3,0,136682
2016-03-11,4.8,0,138811
2016-03-12,11.5,1,143867
2016-03-13,5.2,1,148620
2016-03-14,9.7,0,142486
2016-03-15,10.1,0,141609
2016-03-16,1.7,0,143290
2016-03-17,8.8,0,140663
2016-03-18,0.8,0,138460
2016-03-19,2.8,1,151618
2016-03-20,6.0,1,147460
2016-03-21,5.3,0,144664
2016-03-22,9.7,0,144074
2016-03-23,10.7,0,146834
2016-03-24,13.3,0,147739
2016-03-25,8.4,0,147564
2016-03-26,6.7,1,152219
2016-03-27,6.8,1,153947
2016-03-28,9.6,0,140020
2016-03-29,7.5,0,148100
2016-03-30,11.8,0,145912
2016-03-31,5.8,0,148243
2016-04-01,11.5,0,150729
2016-04-02,10.1,1,157553
2016-04-03,11.0,1,145753
2016-04-04,15.1,0,148880
2016-04-05,13.2,0,152518
2016-04-06,13.3,0,151491
2016-04-07,5.7,0,156764
2016-04-08,8.4,0,154426
2016-04-09,13.2,1,159848
2016-04-10,18.6,1,154626
2016-04-11,15.1,0,154121
2016-04-12,16.6,0,150872
2016-04-13,16.9,0,153135
2016-04-14,12.4,0,158276
2016-04-15,15.8,0,150089
2016-04-16,12.4,1,156221
2016-04-17,14.6,1,157085
2016-04-18,11.1,0,158684
2016-04-19,9.4,0,156913
2016-04-20,15.7,0,154706
2016-04-21,19.4,0,154865
2016-04-22,13.8,0,155044
2016-04-23,17.0,1,164370
2016-04-24,13.4,1,163376
2016-04-25,14.5,0,159809
2016-04-26,16.7,0,153533
2016-04-27,18.0,0,164697
2016-04-28,12.4,0,166771
2016-04-29,20.6,0,158259
2016-04-30,18.2,1,166796
2016-05-01,24.1,1,168050
2016-05-02,19.4,0,166576
2016-05-03,13.4,0,169017
2016-05-04,23.5,0,161267
2016-05-05,21.7,0,160577
2016-05-06,21.9,0,166349
2016-05-07,27.5,1,167822
2016-05-08,17.3,1,169446
2016-05-09,17.5,0,167596
2016-05-10,18.1,0,169835
2016-05-11,16.0,0,165918
2016-05-12,24.7,0,171532
2016-05-13,26.9,0,167977
